scenario_run_id,confidence_base,confidence_adjustments,confidence_score_internal,final_scenario_confidence,confidence_rationale
SR-BL-D8F9C80165FA63EB-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D8F9C80165FA63EB-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D8F9C80165FA63EB-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D8F9C80165FA63EB-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-7B1213F4C4B0A58C-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BC494695FC3A109B-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-18D7AB87AEDF1495-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-18D7AB87AEDF1495-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-18D7AB87AEDF1495-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-18D7AB87AEDF1495-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-42BBDCD158C145B0-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-407C49FDAD7D6D08-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0A7D75F9FD5346F1-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0A7D75F9FD5346F1-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0A7D75F9FD5346F1-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0A7D75F9FD5346F1-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C11EEC70E8F2E91-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-F664C41FA4846DC2-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-629E7ED2FD407BE5-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-629E7ED2FD407BE5-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-629E7ED2FD407BE5-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-629E7ED2FD407BE5-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9502BE52A65B5A83-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1C64985F10FF801D-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4081D05CA37DA6DE-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4081D05CA37DA6DE-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4081D05CA37DA6DE-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4081D05CA37DA6DE-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-63E31527ED95139A-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1C741A36DF48FCC0-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0EF21274DE2FCB48-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0EF21274DE2FCB48-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0EF21274DE2FCB48-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0EF21274DE2FCB48-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-F9F8F29A5DB5F071-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-340430A36DAC4D79-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D973511CFAB1075F-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D973511CFAB1075F-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D973511CFAB1075F-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D973511CFAB1075F-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-698CF22CD7157B5C-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9351C11809AF5072-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E595F877B4C96388-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E595F877B4C96388-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E595F877B4C96388-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E595F877B4C96388-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-7DA7B534A30B70A6-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-885A5783268F445D-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6EF675B332A91905-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6EF675B332A91905-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6EF675B332A91905-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6EF675B332A91905-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-58E750E653E2040B-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5CE514AE00B30918-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-182D2A1944A6583F-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-182D2A1944A6583F-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-182D2A1944A6583F-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-182D2A1944A6583F-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9F92685A3ABC3B4F-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1DEDEA33AE2993A4-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BCC7FED40A63B4D9-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BCC7FED40A63B4D9-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BCC7FED40A63B4D9-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BCC7FED40A63B4D9-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1FA2B76435E2F370-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-CFEE8B54F0EA1697-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-01366CC1CEC217CC-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-01366CC1CEC217CC-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-01366CC1CEC217CC-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-01366CC1CEC217CC-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3865FF8F0FA8BEBB-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-68C1C94081BD2583-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52FD9B5BD83EAA8D-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52FD9B5BD83EAA8D-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52FD9B5BD83EAA8D-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52FD9B5BD83EAA8D-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4953AE5BDFCF090A-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E461F5F10FBD8096-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D57F80DD20D95EFE-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D57F80DD20D95EFE-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D57F80DD20D95EFE-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D57F80DD20D95EFE-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-7D20BB09C14CCAFF-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5889ACA5B5B3A10C-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52281CFFFCC24D02-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52281CFFFCC24D02-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52281CFFFCC24D02-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-52281CFFFCC24D02-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-F33E2975BA8CFE09-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4F014CD7B48E714E-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38423A73DD807845-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38423A73DD807845-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38423A73DD807845-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38423A73DD807845-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-EB065F53F2362604-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-7A164DEB4E55EFDB-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-00E8F7240048C2FF-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-00E8F7240048C2FF-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-00E8F7240048C2FF-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-00E8F7240048C2FF-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-20F615258A5DE302-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-DBB39332EC4F3D80-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-C4AEEC540CB8E385-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-C4AEEC540CB8E385-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-C4AEEC540CB8E385-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-C4AEEC540CB8E385-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-035CAF8669B2E7AC-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C51DD45993908A3-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1BF29AF1D39F69C4-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1BF29AF1D39F69C4-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1BF29AF1D39F69C4-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1BF29AF1D39F69C4-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-76F251C40BA19257-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-8AB34165FB30351C-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4B7B4E3F76390408-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4B7B4E3F76390408-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4B7B4E3F76390408-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4B7B4E3F76390408-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-F38FE72321CA0C76-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-68371BCAC39B1743-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D36E4CD902A03C3-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D36E4CD902A03C3-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D36E4CD902A03C3-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D36E4CD902A03C3-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-8915CDDECD19E6FD-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-70BF0FCD0690B901-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-231E7FD07C8E239E-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-231E7FD07C8E239E-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-231E7FD07C8E239E-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-231E7FD07C8E239E-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-FC1AC1EBB03BC6F0-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-7F5AD461E4FBD92A-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38833579398C04FA-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38833579398C04FA-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38833579398C04FA-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-38833579398C04FA-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3190E9165BC71227-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-EEAA1D23E41AC049-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-41656BD47109AE63-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-41656BD47109AE63-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-41656BD47109AE63-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-41656BD47109AE63-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E9E7A34915777B53-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0496FCE3D4A9283C-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-8A4D8FC38A2271AD-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-8A4D8FC38A2271AD-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-8A4D8FC38A2271AD-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-8A4D8FC38A2271AD-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D3F54AC02307623D-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0ED825E20B085FE1-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0B956423BE705304-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0B956423BE705304-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-0B956423BE705304-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
