scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,baseline_id,primary_kpi_id,scenario_execution_status,final_scenario_confidence,causality_status,contradiction_severity,provisional_warning,governance_warning,assumption_profile,assumption_set_id,assumption_values_json,overall_validation_status,baseline_validation_status,numerical_validation_status,assumption_challenge_status,governance_compliance_status,tradeoff_classification,sensitivity_classification,dominance_classification,displacement_classification,evidence_id,lineage_id,closure_status
SR-BL-6066780E8FD7DD47-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-6066780E8FD7DD47,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-BASE-0;EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-REC-1;EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-RECID-2;EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-COMP-3;EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-PKG-4;EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-EP-5,LIN-EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-REC-1;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-6066780E8FD7DD47-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-6066780E8FD7DD47,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-BASE-0;EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-REC-1;EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-RECID-2;EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-COMP-3;EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-PKG-4;EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-EP-5,LIN-EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-REC-1;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-6066780E8FD7DD47-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-6066780E8FD7DD47,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-BASE-0;EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-REC-1;EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-RECID-2;EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-COMP-3;EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-PKG-4;EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-EP-5,LIN-EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-REC-1;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-6066780E8FD7DD47-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-6066780E8FD7DD47,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-BASE-0;EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-REC-1;EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-RECID-2;EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-COMP-3;EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-PKG-4;EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-6066780E8FD7DD47-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-B461E91992329E83-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-B461E91992329E83,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-C83813AA86405761-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-C83813AA86405761,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-ACC46F6CB15B6EBF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-BASE-0;EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-REC-1;EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-RECID-2;EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-COMP-3;EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-PKG-4;EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-EP-5,LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-REC-1;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-ACC46F6CB15B6EBF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-BASE-0;EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-REC-1;EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-RECID-2;EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-COMP-3;EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-PKG-4;EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-EP-5,LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-REC-1;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-ACC46F6CB15B6EBF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-BASE-0;EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-REC-1;EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-RECID-2;EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-COMP-3;EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-PKG-4;EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-EP-5,LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-REC-1;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-ACC46F6CB15B6EBF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-BASE-0;EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-REC-1;EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-RECID-2;EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-COMP-3;EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-PKG-4;EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-ACC46F6CB15B6EBF-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-FA693CCF4B81F7B5-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-FA693CCF4B81F7B5,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-388C72DB07B5FAAB-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-388C72DB07B5FAAB,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Direction Reversal,,,,,Closed — Unsupported
SR-BL-F42FAC4C4D3A4309-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-F42FAC4C4D3A4309,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Direction Reversal,,No Displacement Identified,EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-BASE-0;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-1;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-2;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-3;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-4;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-5;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-6;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-RECID-7;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-RECID-8;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-RECID-9;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-COMP-10;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-PKG-11;EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-EP-12,LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-1;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-2;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-3;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-4;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-5;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-REC-6;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-RECID-7;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-RECID-8;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-RECID-9;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-COMP-10;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-PKG-11;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-BASE-001-EP-12,Closed — Requires Revision
SR-BL-F42FAC4C4D3A4309-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-F42FAC4C4D3A4309,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Direction Reversal,,Possible Cross-KPI Displacement,EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-BASE-0;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-1;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-2;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-3;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-4;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-5;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-6;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-RECID-7;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-RECID-8;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-RECID-9;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-COMP-10;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-PKG-11;EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-EP-12,LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-1;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-2;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-3;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-4;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-5;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-REC-6;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-RECID-7;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-RECID-8;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-RECID-9;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-COMP-10;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-PKG-11;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-CONS-001-EP-12,Closed — Requires Revision
SR-BL-F42FAC4C4D3A4309-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-F42FAC4C4D3A4309,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Direction Reversal,,Possible Cross-KPI Displacement,EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-BASE-0;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-1;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-2;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-3;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-4;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-5;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-6;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-RECID-7;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-RECID-8;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-RECID-9;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-COMP-10;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-PKG-11;EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-EP-12,LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-1;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-2;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-3;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-4;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-5;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-REC-6;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-RECID-7;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-RECID-8;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-RECID-9;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-COMP-10;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-PKG-11;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-EXP-001-EP-12,Closed — Requires Revision
SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-F42FAC4C4D3A4309,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Direction Reversal,,Possible Cross-KPI Displacement,EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-BASE-0;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-1;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-2;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-3;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-4;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-5;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-6;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-RECID-7;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-RECID-8;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-RECID-9;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-COMP-10;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-PKG-11;EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-EP-12,LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-2;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-3;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-4;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-5;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-REC-6;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-RECID-7;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-RECID-8;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-RECID-9;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-COMP-10;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-PKG-11;LIN-EV-SR-BL-F42FAC4C4D3A4309-COMP-HIGH-001-EP-12,Closed — Requires Revision
SR-BL-4E0616D87B3E8EF7-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-4E0616D87B3E8EF7,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Direction Reversal,,,,,Closed — Unsupported
SR-BL-64039B8E895FE70E-,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-64039B8E895FE70E,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
